network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2.49.222.128/25,292672,290557,,0,0,,25.3569,55.405,10
2.49.223.0/24,292672,290557,,0,0,,25.3569,55.405,10
2.49.224.0/25,292932,290557,,0,0,,25.4019,55.478,100
2.49.224.128/25,292223,290557,,0,0,,25.2633,55.3087,100
2.49.225.0/25,292932,290557,,0,0,,25.4019,55.478,1
2.49.225.128/25,292223,290557,,0,0,,25.2633,55.3087,20
2.49.226.0/24,292932,290557,,0,0,,25.4019,55.478,20
2.49.227.0/25,292932,290557,,0,0,,25.4019,55.478,20
2.49.227.128/25,292223,290557,,0,0,,25.2633,55.3087,20
2.49.228.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.49.230.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.49.231.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.49.232.0/24,292932,290557,,0,0,,25.4019,55.478,20
2.49.233.0/25,292223,290557,,0,0,,25.2633,55.3087,20
2.49.233.128/25,292932,290557,,0,0,,25.4019,55.478,20
2.49.234.0/23,292223,290557,,0,0,,25.2633,55.3087,20
2.49.236.0/24,292932,290557,,0,0,,25.4019,55.478,20
2.49.237.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.49.238.0/23,292223,290557,,0,0,,25.2633,55.3087,20
2.49.240.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.49.241.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.49.242.0/25,292932,290557,,0,0,,25.4019,55.478,20
2.49.242.128/25,292223,290557,,0,0,,25.2633,55.3087,20
2.49.243.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.49.244.0/25,292223,290557,,0,0,,25.2633,55.3087,10
2.49.244.128/25,292932,290557,,0,0,,25.4019,55.478,10
2.49.245.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.49.246.0/23,292223,290557,,0,0,,25.2633,55.3087,10
2.49.248.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.49.249.0/24,292932,290557,,0,0,,25.4019,55.478,1
2.49.250.0/23,292223,290557,,0,0,,25.2633,55.3087,10
2.49.252.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.49.253.0/27,292932,290557,,0,0,,25.4019,55.478,20
2.49.253.32/27,292223,290557,,0,0,,25.2633,55.3087,20
2.49.253.64/26,292223,290557,,0,0,,25.2633,55.3087,20
2.49.253.128/25,292223,290557,,0,0,,25.2633,55.3087,20
2.49.254.0/25,292932,290557,,0,0,,25.4019,55.478,1
2.49.254.128/25,292223,290557,,0,0,,25.2633,55.3087,20
2.49.255.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.50.0.0/26,292223,290557,,0,0,,25.2633,55.3087,1
2.50.0.64/27,292223,290557,,0,0,,25.2633,55.3087,1
2.50.0.96/27,292672,290557,,0,0,,25.3569,55.405,1
2.50.0.128/25,292223,290557,,0,0,,25.2633,55.3087,1
2.50.1.0/24,292223,290557,,0,0,,25.2633,55.3087,1
2.50.2.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.50.4.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.50.5.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.6.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.50.8.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.50.16.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.18.0/23,292968,290557,,0,0,,24.4638,54.363,1000
2.50.20.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.50.24.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.50.28.0/23,292223,290557,,0,0,,25.2633,55.3087,10
2.50.30.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.50.31.0/25,292878,290557,,0,0,,25.1164,56.3414,1000
2.50.31.128/25,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.32.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.33.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.50.34.0/23,292223,290557,,0,0,,25.2633,55.3087,10
2.50.36.0/23,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.38.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.50.40.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.50.42.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.50.43.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.44.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.50.48.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.50.52.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.50.56.0/21,292223,290557,,0,0,,25.2633,55.3087,10
2.50.64.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.50.72.0/23,292672,290557,,0,0,,25.3569,55.405,500
2.50.74.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.75.0/24,292878,290557,,0,0,,25.1164,56.3414,1
2.50.76.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.50.77.0/24,292672,290557,,0,0,,25.3569,55.405,10
2.50.78.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.50.80.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.50.84.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.50.85.0/24,292672,290557,,0,0,,25.3569,55.405,10
2.50.86.0/24,291074,290557,,0,0,,25.7895,55.9432,1000
2.50.87.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.50.88.0/23,292878,290557,,0,0,,25.1164,56.3414,1000
2.50.90.0/23,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.92.0/24,292913,290557,,0,0,,24.19,55.7623,1000
2.50.93.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.94.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.50.96.0/22,292672,290557,,0,0,,25.3569,55.405,10
2.50.100.0/24,292672,290557,,0,0,,25.3569,55.405,10
2.50.101.0/25,292223,290557,,0,0,,25.2633,55.3087,10
2.50.101.128/25,292672,290557,,0,0,,25.3569,55.405,500
2.50.102.0/23,292672,290557,,0,0,,25.3569,55.405,10
2.50.104.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.50.112.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.114.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.115.0/24,292672,290557,,0,0,,25.3569,55.405,10
2.50.116.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.118.0/23,292913,290557,,0,0,,24.19,55.7623,100
2.50.120.0/23,292913,290557,,0,0,,24.19,55.7623,100
2.50.122.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.124.0/25,292223,290557,,0,0,,25.2633,55.3087,100
2.50.124.128/25,291074,290557,,0,0,,25.7895,55.9432,100
2.50.125.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.126.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.128.0/25,292223,290557,,0,0,,25.2633,55.3087,100
2.50.128.128/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.129.0/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.129.128/26,292968,290557,,0,0,,24.4638,54.363,100
2.50.129.192/26,292913,290557,,0,0,,24.19,55.7623,100
2.50.130.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.50.131.0/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.131.128/27,292913,290557,,0,0,,24.19,55.7623,100
2.50.131.160/27,292223,290557,,0,0,,25.2633,55.3087,100
2.50.131.192/26,292223,290557,,0,0,,25.2633,55.3087,100
2.50.132.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.133.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.134.0/23,292968,290557,,0,0,,24.4638,54.363,1000
2.50.136.0/24,290557,290557,,0,0,,24,54,50
2.50.137.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.138.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.140.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.141.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.142.0/23,292968,290557,,0,0,,24.4638,54.363,1000
2.50.144.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.145.0/26,292913,290557,,0,0,,24.19,55.7623,100
2.50.145.64/27,292913,290557,,0,0,,24.19,55.7623,100
2.50.145.96/27,292968,290557,,0,0,,24.4638,54.363,100
2.50.145.128/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.146.0/26,292913,290557,,0,0,,24.19,55.7623,100
2.50.146.64/26,292223,290557,,0,0,,25.2633,55.3087,100
2.50.146.128/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.147.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.148.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.149.0/24,290557,290557,,0,0,,24,54,50
2.50.150.0/23,292968,290557,,0,0,,24.4638,54.363,1000
2.50.152.0/22,292968,290557,,0,0,,24.4638,54.363,100
2.50.156.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.157.0/25,292968,290557,,0,0,,24.4638,54.363,100
2.50.157.128/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.158.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.160.0/25,292223,290557,,0,0,,25.2633,55.3087,100
2.50.160.128/25,292968,290557,,0,0,,24.4638,54.363,100
2.50.161.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.162.0/25,389286,290557,,0,0,,24.3337,54.6069,20
2.50.162.128/25,292223,290557,,0,0,,25.2633,55.3087,100
2.50.163.0/25,292968,290557,,0,0,,24.4638,54.363,100
2.50.163.128/26,292968,290557,,0,0,,24.4638,54.363,20
2.50.163.192/26,292223,290557,,0,0,,25.2633,55.3087,1000
2.50.164.0/23,292672,290557,,0,0,,25.3569,55.405,10
2.50.166.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.168.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.170.0/26,292223,290557,,0,0,,25.2633,55.3087,100
2.50.170.64/26,292913,290557,,0,0,,24.19,55.7623,100
2.50.170.128/25,292913,290557,,0,0,,24.19,55.7623,100
2.50.171.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.172.0/24,292968,290557,,0,0,,24.4638,54.363,20
2.50.173.0/26,292223,290557,,0,0,,25.2633,55.3087,100
2.50.173.64/26,292968,290557,,0,0,,24.4638,54.363,100
2.50.173.128/25,292223,290557,,0,0,,25.2633,55.3087,100
2.50.174.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.176.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.178.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.179.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.180.0/22,292968,290557,,0,0,,24.4638,54.363,100
2.50.184.0/21,292968,290557,,0,0,,24.4638,54.363,100
2.50.192.0/20,292968,290557,,0,0,,24.4638,54.363,100
2.50.208.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.209.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.210.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.212.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.213.0/25,292968,290557,,0,0,,24.4638,54.363,1000
2.50.213.128/25,292223,290557,,0,0,,25.2633,55.3087,100
2.50.214.0/23,292968,290557,,0,0,,24.4638,54.363,20
2.50.216.0/22,292968,290557,,0,0,,24.4638,54.363,100
2.50.220.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.222.0/23,292968,290557,,0,0,,24.4638,54.363,1000
2.50.224.0/22,292968,290557,,0,0,,24.4638,54.363,100
2.50.228.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.230.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.231.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.232.0/24,292968,290557,,0,0,,24.4638,54.363,100
2.50.233.0/24,292968,290557,,0,0,,24.4638,54.363,1000
2.50.234.0/23,292968,290557,,0,0,,24.4638,54.363,200
2.50.236.0/23,292968,290557,,0,0,,24.4638,54.363,100
2.50.238.0/23,292968,290557,,0,0,,24.4638,54.363,1000
2.50.240.0/23,292913,290557,,0,0,,24.19,55.7623,100
2.50.242.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.50.243.0/24,292913,290557,,0,0,,24.19,55.7623,100
2.50.244.0/22,292968,290557,,0,0,,24.4638,54.363,100
2.50.248.0/21,292968,290557,,0,0,,24.4638,54.363,100
2.51.0.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.51.8.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.51.10.0/25,292223,290557,,0,0,,25.2633,55.3087,1
2.51.10.128/26,292223,290557,,0,0,,25.2633,55.3087,1
2.51.10.192/26,292261,290557,,0,0,,25.2661,55.3041,1
2.51.11.0/24,292223,290557,,0,0,,25.2633,55.3087,1
2.51.12.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.16.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.51.24.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.28.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.51.30.0/24,292223,290557,,0,0,,25.2633,55.3087,1
2.51.31.0/25,292223,290557,,0,0,,25.2633,55.3087,1
2.51.31.128/27,292913,290557,,0,0,,24.19,55.7623,1
2.51.31.160/27,292223,290557,,0,0,,25.2633,55.3087,1
2.51.31.192/26,292223,290557,,0,0,,25.2633,55.3087,1
2.51.32.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.51.34.0/23,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.36.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.51.40.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.51.48.0/20,292223,290557,,0,0,,25.2633,55.3087,1
2.51.64.0/21,292223,290557,,0,0,,25.2633,55.3087,100
2.51.72.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.51.74.0/24,292223,290557,,0,0,,25.2633,55.3087,20
2.51.75.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.76.0/22,292223,290557,,0,0,,25.2633,55.3087,100
2.51.80.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.51.82.0/24,292223,290557,,0,0,,25.2633,55.3087,1
2.51.83.0/25,292672,290557,,0,0,,25.3569,55.405,10
2.51.83.128/25,292223,290557,,0,0,,25.2633,55.3087,1
2.51.84.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.88.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.92.0/23,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.94.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.51.96.0/21,292223,290557,,0,0,,25.2633,55.3087,100
2.51.104.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.51.106.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.51.107.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.108.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.51.112.0/21,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.120.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.51.121.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.122.0/23,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.124.0/23,292223,290557,,0,0,,25.2633,55.3087,10
2.51.126.0/24,292223,290557,,0,0,,25.2633,55.3087,10
2.51.127.0/25,292672,290557,,0,0,,25.3569,55.405,10
2.51.127.128/25,292223,290557,,0,0,,25.2633,55.3087,10
2.51.128.0/21,292223,290557,,0,0,,25.2633,55.3087,5
2.51.136.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.140.0/23,292223,290557,,0,0,,25.2633,55.3087,10
2.51.142.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.51.143.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.144.0/20,292223,290557,,0,0,,25.2633,55.3087,100
2.51.160.0/21,292223,290557,,0,0,,25.2633,55.3087,1
2.51.168.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.172.0/22,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.176.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.51.178.0/23,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.180.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.51.184.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.51.186.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.51.187.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.188.0/22,292223,290557,,0,0,,25.2633,55.3087,1
2.51.192.0/22,292223,290557,,0,0,,25.2633,55.3087,10
2.51.196.0/23,292672,290557,,0,0,,25.3569,55.405,10
2.51.198.0/24,292672,290557,,0,0,,25.3569,55.405,10
2.51.199.0/24,291074,290557,,0,0,,25.7895,55.9432,1000
2.51.200.0/21,292223,290557,,0,0,,25.2633,55.3087,10
2.51.208.0/25,292223,290557,,0,0,,25.2633,55.3087,1
2.51.208.128/26,292223,290557,,0,0,,25.2633,55.3087,1
2.51.208.192/27,292223,290557,,0,0,,25.2633,55.3087,1
2.51.208.224/27,292261,290557,,0,0,,25.2661,55.3041,1
2.51.209.0/24,292223,290557,,0,0,,25.2633,55.3087,1
2.51.210.0/23,292672,290557,,0,0,,25.3569,55.405,1000
2.51.212.0/24,292878,290557,,0,0,,25.1164,56.3414,100
2.51.213.0/25,292239,290557,,0,0,,25.6232,56.2744,50
2.51.213.128/25,292878,290557,,0,0,,25.1164,56.3414,50
2.51.214.0/23,292223,290557,,0,0,,25.2633,55.3087,1
2.51.216.0/23,292239,290557,,0,0,,25.6232,56.2744,50
2.51.218.0/23,292878,290557,,0,0,,25.1164,56.3414,5
2.51.220.0/24,291763,290557,,0,0,,25.0748,56.3632,1000
2.51.221.0/24,292878,290557,,0,0,,25.1164,56.3414,200
2.51.222.0/24,292878,290557,,0,0,,25.1164,56.3414,5
2.51.223.0/24,292878,290557,,0,0,,25.1164,56.3414,1000
2.51.224.0/22,292223,290557,,0,0,,25.2633,55.3087,100
2.51.228.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.51.230.0/24,292223,290557,,0,0,,25.2633,55.3087,1000
2.51.231.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.51.232.0/22,292223,290557,,0,0,,25.2633,55.3087,100
2.51.236.0/23,292223,290557,,0,0,,25.2633,55.3087,100
2.51.238.0/25,292223,290557,,0,0,,25.2633,55.3087,100
2.51.238.128/25,291074,290557,,0,0,,25.7895,55.9432,100
2.51.239.0/24,292223,290557,,0,0,,25.2633,55.3087,100
2.51.240.0/21,292878,290557,,0,0,,25.1164,56.3414,5
2.51.248.0/24,292878,290557,,0,0,,25.1164,56.3414,5
2.51.249.0/26,292878,290557,,0,0,,25.1164,56.3414,5
2.51.249.64/26,292223,290557,,0,0,,25.2633,55.3087,5
2.51.249.128/25,292878,290557,,0,0,,25.1164,56.3414,5
2.51.250.0/23,292878,290557,,0,0,,25.1164,56.3414,5
2.51.252.0/22,292878,290557,,0,0,,25.1164,56.3414,5
2.52.0.0/18,294640,294640,,0,0,,31.5,34.75,50
2.52.64.0/21,281184,294640,,0,0,,31.7808,35.2287,50
2.52.72.0/23,293397,294640,,0,0,,32.0679,34.7604,50
2.52.74.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.52.75.0/25,293397,294640,,0,0,,32.0679,34.7604,50
2.52.75.128/27,293397,294640,,0,0,,32.0679,34.7604,50
2.52.75.160/30,295530,294640,,0,0,,31.2516,34.7863,50
2.52.75.164/30,281184,294640,,0,0,,31.7808,35.2287,50
2.52.75.168/30,293783,294640,,0,0,,32.1472,34.8417,50
2.52.75.172/30,293397,294640,,0,0,,32.0679,34.7604,50
2.52.75.176/28,293725,294640,,0,0,,31.8943,34.8192,50
2.52.75.192/26,294778,294640,,0,0,,32.1679,34.834,50
2.52.76.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.52.77.0/26,293397,294640,,0,0,,32.0679,34.7604,50
2.52.77.64/28,282926,294640,,0,0,,31.9372,34.9832,50
2.52.77.80/29,293397,294640,,0,0,,32.0679,34.7604,50
2.52.77.88/30,293397,294640,,0,0,,32.0679,34.7604,50
2.52.77.92/30,295613,294640,,0,0,,32.6889,34.9424,50
2.52.77.96/27,294751,294640,,0,0,,32.0123,34.7705,50
2.52.77.128/25,293397,294640,,0,0,,32.0679,34.7604,50
2.52.78.0/23,293397,294640,,0,0,,32.0679,34.7604,50
2.52.80.0/20,294801,294640,,0,0,,32.816,34.9821,50
2.52.96.0/22,293397,294640,,0,0,,32.0679,34.7604,100
2.52.100.0/23,293397,294640,,0,0,,32.0679,34.7604,100
2.52.102.0/24,294801,294640,,0,0,,32.816,34.9821,100
2.52.103.0/24,295548,294640,,0,0,,32.0236,34.7522,100
2.52.104.0/21,295011,294640,,0,0,,31.3312,34.6531,100
2.52.112.0/20,294640,294640,,0,0,,31.5,34.75,50
2.52.128.0/17,294640,294640,,0,0,,31.5,34.75,50
2.53.0.0/25,293397,294640,,0,0,,32.0679,34.7604,100
2.53.0.128/26,294117,294640,,0,0,,33.0068,35.0858,100
2.53.0.192/26,295629,294640,,0,0,,31.7915,34.6497,50
2.53.1.0/24,293397,294640,,0,0,,32.0679,34.7604,100
2.53.2.0/25,293397,294640,,0,0,,32.0679,34.7604,50
2.53.2.128/27,293788,294640,,0,0,,32.0821,34.8122,50
2.53.2.160/27,293397,294640,,0,0,,32.0679,34.7604,50
2.53.2.192/26,293397,294640,,0,0,,32.0679,34.7604,50
2.53.3.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.53.4.0/24,294801,294640,,0,0,,32.816,34.9821,100
2.53.5.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.53.6.0/23,293788,294640,,0,0,,32.0821,34.8122,20
2.53.8.0/25,293397,294640,,0,0,,32.0679,34.7604,50
2.53.8.128/26,295620,294640,,0,0,,31.6693,34.5715,50
2.53.8.192/26,293397,294640,,0,0,,32.0679,34.7604,20
2.53.9.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.53.10.0/27,294801,294640,,0,0,,32.816,34.9821,100
2.53.10.32/27,293397,294640,,0,0,,32.0679,34.7604,100
2.53.10.64/26,293207,294640,,0,0,,32.0358,34.8886,100
2.53.10.128/25,293397,294640,,0,0,,32.0679,34.7604,100
2.53.11.0/25,281184,294640,,0,0,,31.7808,35.2287,50
2.53.11.128/25,293783,294640,,0,0,,32.1472,34.8417,100
2.53.12.0/25,294801,294640,,0,0,,32.816,34.9821,50
2.53.12.128/25,293397,294640,,0,0,,32.0679,34.7604,20
2.53.13.0/26,293397,294640,,0,0,,32.0679,34.7604,100
2.53.13.64/26,294801,294640,,0,0,,32.816,34.9821,1
2.53.13.128/25,295548,294640,,0,0,,32.0236,34.7522,100
2.53.14.0/25,293397,294640,,0,0,,32.0679,34.7604,20
2.53.14.128/25,295657,294640,,0,0,,31.2588,35.2128,100
2.53.15.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.53.16.0/25,294778,294640,,0,0,,32.1679,34.834,50
2.53.16.128/26,293397,294640,,0,0,,32.0679,34.7604,20
2.53.16.192/27,295629,294640,,0,0,,31.7915,34.6497,50
2.53.16.224/27,293397,294640,,0,0,,32.0679,34.7604,100
2.53.17.0/25,281184,294640,,0,0,,31.7808,35.2287,50
2.53.17.128/25,293397,294640,,0,0,,32.0679,34.7604,50
2.53.18.0/24,293397,294640,,0,0,,32.0679,34.7604,100
2.53.19.0/25,294421,294640,,0,0,,31.9522,34.8943,100
2.53.19.128/25,294801,294640,,0,0,,32.816,34.9821,100
2.53.20.0/24,293397,294640,,0,0,,32.0679,34.7604,5
2.53.21.0/26,294946,294640,,0,0,,32.4364,34.9196,50
2.53.21.64/26,8071778,294640,,0,0,,31.6445,34.5891,100
2.53.21.128/27,294801,294640,,0,0,,32.816,34.9821,100
2.53.21.160/27,293703,294640,,0,0,,31.9632,34.804,10
2.53.21.192/27,294801,294640,,0,0,,32.816,34.9821,50
2.53.21.224/27,294760,294640,,0,0,,32.1521,34.8886,50
2.53.22.0/25,294801,294640,,0,0,,32.816,34.9821,50
2.53.22.128/25,293397,294640,,0,0,,32.0679,34.7604,5
2.53.23.0/25,293397,294640,,0,0,,32.0679,34.7604,10
2.53.23.128/25,294801,294640,,0,0,,32.816,34.9821,100
2.53.24.0/25,293807,294640,,0,0,,32.1808,34.8672,100
2.53.24.128/26,293845,294640,,0,0,,32.8006,35.1064,50
2.53.24.192/26,295620,294640,,0,0,,31.6693,34.5715,50
2.53.25.0/26,293725,294640,,0,0,,31.8943,34.8192,100
2.53.25.64/26,294760,294640,,0,0,,32.1521,34.8886,100
2.53.25.128/25,293725,294640,,0,0,,31.8943,34.8192,100
2.53.26.0/24,293397,294640,,0,0,,32.0679,34.7604,20
2.53.27.0/27,281184,294640,,0,0,,31.7808,35.2287,50
2.53.27.32/27,294097,294640,,0,0,,32.7081,35.3231,50
2.53.27.64/26,293788,294640,,0,0,,32.0821,34.8122,50
2.53.27.128/25,281184,294640,,0,0,,31.7808,35.2287,50
2.53.28.0/25,293397,294640,,0,0,,32.0679,34.7604,50
2.53.28.128/29,293397,294640,,0,0,,32.0679,34.7604,50
2.53.28.136/29,294946,294640,,0,0,,32.4364,34.9196,50
2.53.28.144/28,293397,294640,,0,0,,32.0679,34.7604,50
2.53.28.160/27,294801,294640,,0,0,,32.816,34.9821,50
2.53.28.192/26,294801,294640,,0,0,,32.816,34.9821,50
2.53.29.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.53.30.0/28,293397,294640,,0,0,,32.0679,34.7604,50
2.53.30.16/28,294801,294640,,0,0,,32.816,34.9821,50
2.53.30.32/27,293397,294640,,0,0,,32.0679,34.7604,50
2.53.30.64/26,281184,294640,,0,0,,31.7808,35.2287,50
2.53.30.128/25,293397,294640,,0,0,,32.0679,34.7604,50
2.53.31.0/24,293397,294640,,0,0,,32.0679,34.7604,50
2.53.32.0/25,294801,294640,,0,0,,32.816,34.9821,100
2.53.32.128/25,295629,294640,,0,0,,31.7915,34.6497,50
2.53.33.0/25,293918,294640,,0,0,,32.0876,34.8739,20
2.53.33.128/25,295558,294640,,0,0,,32.4715,35.0319,100
2.53.34.0/24,293397,294640,,0,0,,32.0679,34.7604,10
2.53.35.0/26,294760,294640,,0,0,,32.1521,34.8886,20
2.53.35.64/26,294078,294640,,0,0,,32.765,35.05,100
2.53.35.128/25,294999,294640,,0,0,,32.0717,34.8153,50
2.53.36.0/23,293397,294640,,0,0,,32.0679,34.7604,20
2.53.38.0/25,294801,294640,,0,0,,32.816,34.9821,100
2.53.38.128/26,293823,294640,,0,0,,32.7239,35.1272,100
2.53.38.192/27,293711,294640,,0,0,,31.0333,34.7167,100
2.53.38.224/27,293397,294640,,0,0,,32.0679,34.7604,10
2.53.39.0/24,293918,294640,,0,0,,32.0876,34.8739,20
2.53.40.0/25,293397,294640,,0,0,,32.0679,34.7604,20
2.53.40.128/26,293703,294640,,0,0,,31.9632,34.804,20
2.53.40.192/28,294801,294640,,0,0,,32.816,34.9821,20
2.53.40.208/28,293397,294640,,0,0,,32.0679,34.7604,20
2.53.40.224/27,293397,294640,,0,0,,32.0679,34.7604,20
2.53.41.0/24,293397,294640,,0,0,,32.0679,34.7604,20
2.53.42.0/24,293397,294640,,0,0,,32.0679,34.7604,100
